,Track,Racer,Rank,Ghost,Status
2148,C139,satanziege,14,0,
2149,C140,"Renato Biker",1,0,
2150,C140,CTG,2,0,
2151,C140,Chulk,3,0,
2152,C140,"Alan Rotoi",4,0,
2153,C140,Duplode,5,0,
2154,C140,Friker,6,0,
2155,C140,"Zak McKracken",7,0,
2156,C140,"Akoss Poo",8,0,
2157,C140,AbuRaf70,9,0,
2158,C140,ADPunk,10,0,
2159,C140,dreadnaut,11,0,
2160,C140,dstien,12,0,
2161,C140,JoSi,13,0,EX3
2162,C141,"Renato Biker",1,0,
2163,C141,CTG,2,0,
2164,C141,Chulk,3,0,
2165,C141,AbuRaf70,4,0,
2166,C141,Duplode,5,0,
2167,C141,"Alan Rotoi",6,0,
2168,C141,Miro,7,1,
2169,C141,ADPunk,8,0,
2170,C141,Friker,9,0,
2171,C141,"Zak McKracken",10,0,
2172,C141,dreadnaut,11,0,
2173,C141,"Mr. P.C.",12,0,
2174,C141,JoSi,13,0,
2175,C141,dstien,14,0,
2176,C142,CTG,1,0,
2177,C142,"Renato Biker",2,0,
2178,C142,Friker,3,0,
2179,C142,dreadnaut,4,0,
2180,C142,Duplode,5,0,
2181,C142,Miro,6,1,
2182,C142,ADPunk,7,0,
2183,C142,"Zak McKracken",8,0,
2184,C142,AbuRaf70,9,0,
2185,C142,"Alan Rotoi",10,0,
2186,C142,dstien,11,0,
2187,C142,"Mr. P.C.",12,0,
2188,C143,"Renato Biker",1,0,
2189,C143,CTG,2,0,
2190,C143,Duplode,3,0,
2191,C143,Usrin,4,0,
2192,C143,Friker,5,0,
2193,C143,AbuRaf70,6,0,
2194,C143,dreadnaut,7,0,
2195,C143,"Alan Rotoi",8,0,
2196,C143,ADPunk,9,0,
2197,C143,dstien,10,0,
2198,C144,Duplode,1,0,
2199,C144,"Renato Biker",2,0,
2200,C144,CTG,3,0,
2201,C144,"Akoss Poo",4,0,
2202,C144,DieselJoe,5,0,
2203,C144,Miro,6,1,
2204,C144,dreadnaut,7,0,
2205,C144,AbuRaf70,8,0,
2206,C144,Usrin,9,0,
2207,C144,"Zak McKracken",10,0,
2208,C144,"Alan Rotoi",11,0,
2209,C144,dstien,12,0,
2210,C145,CTG,1,0,
2211,C145,"Renato Biker",2,0,
2212,C145,"Akoss Poo",3,0,
2213,C145,Duplode,4,0,
2214,C145,SuperBrian,5,0,
2215,C145,Chulk,6,0,
2216,C145,AbuRaf70,7,0,
2217,C145,Usrin,8,0,
2218,C145,"Alan Rotoi",9,0,
2219,C145,dreadnaut,10,0,
2220,C145,"Zak McKracken",11,0,
2221,C145,ADPunk,12,0,
2222,C145,dstien,13,0,
2223,C145,Friker,14,0,
2224,C146,CTG,1,0,
2225,C146,"Renato Biker",2,0,
2226,C146,"Akoss Poo",3,0,
2227,C146,Duplode,4,0,
2228,C146,"Alan Rotoi",5,0,
2229,C146,SuperBrian,6,0,
2230,C146,dreadnaut,7,0,
2231,C146,"Zak McKracken",8,0,
2232,C146,AbuRaf70,9,0,
2233,C146,Friker,10,0,
2234,C146,dstien,11,0,
2235,C147,CTG,1,0,
2236,C147,"Renato Biker",2,0,
2237,C147,"Akoss Poo",3,0,
2238,C147,Duplode,4,0,
2239,C147,Chulk,5,0,
2240,C147,"Alan Rotoi",6,0,
2241,C147,AbuRaf70,7,0,
2242,C147,dreadnaut,8,0,
2243,C147,"Zak McKracken",9,0,
2244,C147,dstien,10,0,EX3
2245,C148,"Renato Biker",1,0,
2246,C148,"Akoss Poo",2,0,
2247,C148,Duplode,3,0,
2248,C148,CTG,4,0,
2249,C148,dreadnaut,5,0,
2250,C148,AbuRaf70,6,0,
2251,C148,"Zak McKracken",7,0,
2252,C148,"Alan Rotoi",8,0,
2253,C148,dstien,9,0,
2254,C148,satanziege,10,0,EX3
2255,C149,"Renato Biker",1,0,
2256,C149,CTG,2,0,
2257,C149,"Akoss Poo",3,0,
2258,C149,Duplode,4,0,
2259,C149,"Zak McKracken",5,0,
2260,C149,SuperBrian,6,0,
2261,C149,"Alan Rotoi",7,0,
2262,C149,AbuRaf70,8,0,
2263,C149,dreadnaut,9,0,
2264,C149,Kalifa,10,0,
2265,C149,dstien,11,0,
2266,C150,CTG,1,0,MSC
2267,C150,"Renato Biker",2,0,
2268,C150,"Alan Rotoi",3,0,
2269,C150,"Akoss Poo",4,0,
2270,C150,SuperBrian,5,0,
2271,C150,Chulk,6,0,
2272,C150,AbuRaf70,7,0,
2273,C150,Duplode,8,0,
2274,C150,Usrin,9,0,
2275,C150,"Zak McKracken",10,0,
2276,C150,dreadnaut,11,0,
2277,C150,dstien,12,0,
2278,C150,ColonelJ,13,0,
2279,C150,Böbszlee,14,0,
2280,C150,"Rokker Zsolti",15,1,
2281,C150,"Boller Jani",16,1,
2282,C151,"Renato Biker",1,0,
2283,C151,Duplode,2,0,
2284,C151,CTG,3,0,MSC
2285,C151,"Akoss Poo",4,0,
2286,C151,dreadnaut,5,0,
2287,C151,SuperBrian,6,0,
2288,C151,"Alan Rotoi",7,0,
2289,C151,AbuRaf70,8,0,
2290,C151,"Zak McKracken",9,0,
2291,C151,Usrin,10,0,
2292,C151,"Rokker Zsolti",11,1,
2293,C151,"Boller Jani",12,1,
2294,C151,dstien,13,0,
2295,C151,afullo,14,0,
2296,C151,sd4000,15,0,
2297,C152,Duplode,1,0,
2298,C152,"Renato Biker",2,0,
2299,C152,CTG,3,0,MSC
2300,C152,"Akoss Poo",4,0,
2301,C152,"Bonzai Joe",5,0,
2302,C152,"Zak McKracken",6,0,
2303,C152,SuperBrian,7,0,
2304,C152,Mingva,8,0,
2305,C152,AbuRaf70,9,0,
2306,C152,"Rokker Zsolti",10,1,
2307,C152,"Alan Rotoi",11,0,
2308,C152,dreadnaut,12,0,
2309,C152,"Boller Jani",13,1,
2310,C152,Usrin,14,0,
2311,C152,dstien,15,0,
2312,C152,afullo,16,0,
2313,C152,satanziege,17,0,
2314,C153,"Renato Biker",1,0,
2315,C153,Duplode,2,0,
2316,C153,"Alan Rotoi",3,0,
2317,C153,CTG,4,0,MSC
2318,C153,"Akoss Poo",5,0,
2319,C153,Chulk,6,0,
2320,C153,SuperBrian,7,0,
2321,C153,"Zak McKracken",8,0,
2322,C153,AbuRaf70,9,0,
2323,C153,"Rokker Zsolti",10,1,
2324,C153,Mingva,11,0,
2325,C153,"Boller Jani",12,1,
2326,C153,dreadnaut,13,0,
2327,C153,dstien,14,0,
2328,C153,afullo,15,0,
2329,C153,Alecu,16,0,EX3
2330,C153,"Bonzai Joe",17,0,EX1
2331,C154,CTG,1,0,MSC
2332,C154,"Akoss Poo",2,0,
2333,C154,"Renato Biker",3,0,
2334,C154,Duplode,4,0,
2335,C154,dreadnaut,5,0,
2336,C154,"Rokker Zsolti",6,1,
2337,C154,"Boller Jani",7,1,
2338,C154,SuperBrian,8,0,
2339,C154,Usrin,9,0,
2340,C154,"Zak McKracken",10,0,
2341,C154,AbuRaf70,11,0,
2342,C154,"Alan Rotoi",12,0,
2343,C154,Mingva,13,0,
2344,C154,dstien,14,0,
2345,C154,afullo,15,0,EX3
2346,C155,CTG,1,0,MSC
2347,C155,"Akoss Poo",2,0,
2348,C155,Usrin,3,0,
2349,C155,"Rokker Zsolti",4,1,
2350,C155,"Boller Jani",5,1,
2351,C155,Duplode,6,0,
2352,C155,dreadnaut,7,0,
2353,C155,Mingva,8,0,
2354,C155,"Zak McKracken",9,0,
2355,C155,dstien,10,0,
2356,C155,AbuRaf70,11,0,
2357,C155,afullo,12,0,
2358,C155,"Alan Rotoi",13,0,EX3
2359,C156,CTG,1,0,MSC
2360,C156,Duplode,2,0,
2361,C156,"Akoss Poo",3,0,
2362,C156,"Rokker Zsolti",4,1,
2363,C156,SuperBrian,5,0,
2364,C156,Usrin,6,0,
2365,C156,"Boller Jani",7,1,
2366,C156,AbuRaf70,8,0,
2367,C156,"Zak McKracken",9,0,
2368,C156,Mingva,10,0,
2369,C156,dreadnaut,11,0,
2370,C156,dstien,12,0,
2371,C156,"Alan Rotoi",13,0,EX3
2372,C156,afullo,14,0,EX3
2373,C157,Duplode,1,0,
2374,C157,CTG,2,0,MSC
2375,C157,"Bonzai Joe",3,0,
2376,C157,"Akoss Poo",4,0,
2377,C157,Usrin,5,0,
2378,C157,dreadnaut,6,0,
2379,C157,"Zak McKracken",7,0,
2380,C157,"Rokker Zsolti",8,1,
2381,C157,"Boller Jani",9,1,
2382,C157,AbuRaf70,10,0,
2383,C157,"Alan Rotoi",11,0,
2384,C157,Mingva,12,0,
2385,C157,afullo,13,0,
2386,C157,dstien,14,0,
2387,C157,satanziege,15,0,
2388,C158,Duplode,1,0,
2389,C158,CTG,2,0,MSC
2390,C158,"Akoss Poo",3,0,
2391,C158,"Bonzai Joe",4,0,
2392,C158,"Rokker Zsolti",5,1,
2393,C158,"Boller Jani",6,1,
2394,C158,AbuRaf70,7,0,
2395,C158,dreadnaut,8,0,
2396,C158,"Alan Rotoi",9,0,
2397,C158,SuperBrian,10,0,
2398,C158,"Zak McKracken",11,0,
2399,C158,dstien,12,0,
2400,C158,afullo,13,0,
2401,C158,Böbszlee,14,0,
2402,C158,Usrin,15,0,
2403,C158,gigi,16,1,
2404,C159,"Akoss Poo",1,0,
2405,C159,CTG,2,0,MSC
2406,C159,Duplode,3,0,
2407,C159,SuperBrian,4,0,
2408,C159,"Boller Jani",5,1,
2409,C159,"Rokker Zsolti",6,1,
2410,C159,dreadnaut,7,0,
2411,C159,Usrin,8,0,
2412,C159,AbuRaf70,9,0,
2413,C159,dstien,10,0,
2414,C159,Mingva,11,0,
2415,C159,afullo,12,0,
2416,C159,"Alan Rotoi",13,0,EX3
2417,C160,CTG,1,0,MSC
2418,C160,"Akoss Poo",2,0,
2419,C160,"Rokker Zsolti",3,1,
2420,C160,Duplode,4,0,
2421,C160,"Boller Jani",5,1,
2422,C160,dreadnaut,6,0,
2423,C160,AbuRaf70,7,0,
2424,C160,dstien,8,0,
2425,C160,afullo,9,0,EX3
2426,C160,Usrin,10,0,EX3
2427,C161,"Akoss Poo",1,0,
2428,C161,Duplode,2,0,
2429,C161,SuperBrian,3,0,
2430,C161,dreadnaut,4,0,
2431,C161,"Rokker Zsolti",5,1,
2432,C161,"Boller Jani",6,1,
2433,C161,Mingva,7,0,
2434,C161,AbuRaf70,8,0,
2435,C161,dstien,9,0,
2436,C161,afullo,10,0,
2437,C162,Duplode,1,0,
2438,C162,CTG,2,0,
2439,C162,"Akoss Poo",3,0,
2440,C162,"Alan Rotoi",4,0,
2441,C162,"Zak McKracken",5,0,
2442,C162,Usrin,6,0,
2443,C162,Marco,7,0,
2444,C162,dreadnaut,8,0,
2445,C162,dstien,9,0,
2446,C162,"Shoegazing Leo",10,0,
2447,C162,AbuRaf70,11,0,
2448,C162,kahdra,12,0,
2449,C162,afullo,13,0,
2450,C162,gtament,14,0,
2451,C163,"Akoss Poo",1,0,
2452,C163,Duplode,2,0,
2453,C163,CTG,3,0,
2454,C163,Marco,4,0,
2455,C163,Usrin,5,0,
2456,C163,"Alan Rotoi",6,0,
2457,C163,"Zak McKracken",7,0,
2458,C163,AbuRaf70,8,0,
2459,C163,dreadnaut,9,0,
2460,C163,"Shoegazing Leo",10,0,
2461,C163,dstien,11,0,
2462,C163,afullo,12,0,
2463,C163,"Mr. Stunt",13,0,EX3
2464,C163,Vector,14,1,EX1
2465,C164,"Akoss Poo",1,0,
2466,C164,"Bonzai Joe",2,0,
2467,C164,Duplode,3,0,
2468,C164,Marco,4,0,
2469,C164,"Zak McKracken",5,0,
2470,C164,AbuRaf70,6,0,
2471,C164,Usrin,7,0,
2472,C164,SuperBrian,8,0,
2473,C164,"Shoegazing Leo",9,0,
2474,C164,Cas,10,0,
2475,C164,dreadnaut,11,0,
2476,C164,dstien,12,0,
2477,C164,afullo,13,0,
2478,C164,"Alan Rotoi",14,0,
2479,C164,AMG,15,0,
2480,C164,"Mr. Stunt",16,0,
2481,C165,"Akoss Poo",1,0,
2482,C165,Duplode,2,0,
2483,C165,Marco,3,0,
2484,C165,Usrin,4,0,
2485,C165,"Zak McKracken",5,0,
2486,C165,AbuRaf70,6,0,
2487,C165,dreadnaut,7,0,
2488,C165,dstien,8,0,
2489,C165,"Shoegazing Leo",9,0,
2490,C165,"Alan Rotoi",10,0,
2491,C165,Cas,11,0,
2492,C165,afullo,12,0,
2493,C166,Duplode,1,0,
2494,C166,"Akoss Poo",2,0,
2495,C166,"Alan Rotoi",3,0,
2496,C166,AbuRaf70,4,0,
2497,C166,Usrin,5,0,
2498,C166,Marco,6,0,
2499,C166,Cas,7,0,
2500,C166,dstien,8,0,
2501,C166,"Shoegazing Leo",9,0,
2502,C166,dreadnaut,10,0,
2503,C166,Svenne,11,0,
2504,C166,afullo,12,0,
2505,C167,Duplode,1,0,
2506,C167,"Akoss Poo",2,0,
2507,C167,Marco,3,0,
2508,C167,Shorty,4,0,
2509,C167,AbuRaf70,5,0,
2510,C167,dreadnaut,6,0,
2511,C167,"Shoegazing Leo",7,0,
2512,C167,Usrin,8,0,
2513,C167,dstien,9,0,
2514,C167,Cas,10,0,
2515,C167,Svenne,11,0,
2516,C167,afullo,12,0,
2517,C167,kahdra,13,0,
2518,C168,"Akoss Poo",1,0,
2519,C168,Duplode,1,0,
2520,C168,Marco,3,0,
2521,C168,"Zak McKracken",4,0,
2522,C168,Usrin,5,0,
2523,C168,dreadnaut,6,0,
2524,C168,AbuRaf70,7,0,
2525,C168,dstien,8,0,
2526,C168,"Shoegazing Leo",9,0,
2527,C168,PJ,10,0,
2528,C168,"Alan Rotoi",11,0,
2529,C168,Shorty,12,0,
2530,C168,afullo,13,0,
2531,C168,kahdra,14,0,
2532,C169,"Akoss Poo",1,0,
2533,C169,Marco,2,0,
2534,C169,AbuRaf70,3,0,
2535,C169,Duplode,4,0,
2536,C169,Usrin,5,0,
2537,C169,"Zak McKracken",6,0,
2538,C169,"Shoegazing Leo",7,0,
2539,C169,Shorty,8,0,
2540,C169,dreadnaut,9,0,
2541,C169,dstien,10,0,
2542,C169,PJ,11,0,
2543,C169,Cas,12,0,
2544,C169,afullo,13,0,
2545,C169,Kjotleik,14,0,
2546,C170,Duplode,1,0,
2547,C170,"Akoss Poo",2,0,
2548,C170,Marco,3,0,
2549,C170,"Zak McKracken",4,0,
2550,C170,AbuRaf70,5,0,
2551,C170,dreadnaut,6,0,
2552,C170,Cas,7,0,
2553,C170,dstien,8,0,
2554,C170,Usrin,9,0,
2555,C170,"Shoegazing Leo",10,0,
2556,C170,PJ,11,0,
2557,C170,Kjotleik,12,0,
2558,C170,afullo,13,0,
2559,C170,SimpleM,14,0,
2560,C170,Shorty,15,0,EX3
2561,C171,Duplode,1,0,
2562,C171,"Alan Rotoi",2,0,
2563,C171,AbuRaf70,3,0,
2564,C171,"Akoss Poo",4,0,
2565,C171,Marco,5,0,
2566,C171,dreadnaut,6,0,
2567,C171,"Shoegazing Leo",7,0,
2568,C171,dstien,8,0,
2569,C171,Shorty,9,0,
2570,C171,Kjotleik,10,0,
2571,C171,Cas,11,0,
2572,C171,afullo,12,0,
2573,C172,Duplode,1,0,
2574,C172,"Akoss Poo",2,0,
2575,C172,Usrin,3,0,
2576,C172,Marco,4,0,
2577,C172,dreadnaut,5,0,
2578,C172,AbuRaf70,6,0,
2579,C172,"Alan Rotoi",7,0,
2580,C172,"Zak McKracken",8,0,
2581,C172,"Shoegazing Leo",9,0,
2582,C172,dstien,10,0,
2583,C172,PJ,11,0,
2584,C172,afullo,12,0,
2585,C172,Drathas,13,0,EX1
2586,C173,Duplode,1,0,
2587,C173,Marco,2,0,
2588,C173,"Akoss Poo",3,0,
2589,C173,Usrin,4,0,
2590,C173,AbuRaf70,5,0,
2591,C173,"Alan Rotoi",6,0,
2592,C173,dreadnaut,7,0,
2593,C173,"Zak McKracken",8,0,
2594,C173,dhoine,9,0,
2595,C173,"Shoegazing Leo",10,0,
2596,C173,dstien,11,0,
2597,C173,afullo,12,0,
2598,C173,satanziege,13,0,
2599,C174,"Renato Biker",1,0,
2600,C174,Friker,2,0,
2601,C174,Marco,3,0,
2602,C174,Duplode,4,0,
2603,C174,"Zak McKracken",5,0,
2604,C174,dreadnaut,6,0,
2605,C174,AbuRaf70,7,0,
2606,C174,"Alan Rotoi",8,0,
2607,C174,"Shoegazing Leo",9,0,
2608,C174,dstien,10,0,
2609,C174,dhoine,11,0,
2610,C174,afullo,12,0,
2611,C175,"Renato Biker",1,0,
2612,C175,Friker,2,0,
2613,C175,Duplode,3,0,
2614,C175,Marco,4,0,
2615,C175,dreadnaut,5,0,
2616,C175,"Zak McKracken",6,0,
2617,C175,dosbox92,7,0,
2618,C175,AbuRaf70,8,0,
2619,C175,dstien,9,0,
2620,C175,"Shoegazing Leo",10,0,
2621,C175,Cas,11,0,
2622,C175,afullo,12,0,
2623,C176,"Renato Biker",1,0,
2624,C176,Friker,2,0,
2625,C176,dreadnaut,3,0,
2626,C176,Duplode,4,0,
2627,C176,Marco,5,0,
2628,C176,"Alan Rotoi",6,0,
2629,C176,"Zak McKracken",7,0,
2630,C176,FinRok,8,0,
2631,C176,dosbox92,9,0,
2632,C176,AbuRaf70,10,0,
2633,C176,dstien,11,0,
2634,C176,"Shoegazing Leo",12,0,
2635,C176,afullo,13,0,
2636,C177,"Renato Biker",1,0,
2637,C177,Duplode,2,0,
2638,C177,Friker,3,0,
2639,C177,Marco,4,0,
2640,C177,FinRok,5,0,
2641,C177,"Zak McKracken",6,0,
2642,C177,AbuRaf70,7,0,
2643,C177,dreadnaut,8,0,
2644,C177,"Shoegazing Leo",9,0,
2645,C177,dstien,10,0,
2646,C177,afullo,11,0,
2647,C178,Duplode,1,0,
2648,C178,"Renato Biker",2,0,
2649,C178,Friker,3,0,
2650,C178,AbuRaf70,4,0,
2651,C178,Marco,5,0,
2652,C178,dstien,6,0,
2653,C178,dreadnaut,7,0,
2654,C178,"Shoegazing Leo",8,0,EX3
2655,C178,FinRok,9,0,EX2
2656,C178,afullo,10,0,EX3
2657,C179,"Renato Biker",1,0,
2658,C179,"Bonzai Joe",2,0,
2659,C179,Duplode,3,0,
2660,C179,Marco,4,0,
2661,C179,FinRok,5,0,
2662,C179,"Zak McKracken",6,0,
2663,C179,AbuRaf70,7,0,
2664,C179,dreadnaut,8,0,
2665,C179,"Shoegazing Leo",9,0,
2666,C179,afullo,10,0,
2667,C180,"Renato Biker",1,0,
2668,C180,Duplode,2,0,
2669,C180,Friker,3,0,
2670,C180,Marco,4,0,
2671,C180,dreadnaut,5,0,
2672,C180,FinRok,6,0,
2673,C180,AbuRaf70,7,0,
2674,C180,"Zak McKracken",8,0,
2675,C180,dstien,9,0,
2676,C180,"Shoegazing Leo",10,0,
2677,C180,ninja750,11,0,
2678,C180,Wanted77,12,0,EX2
2679,C180,afullo,13,0,EX3
2680,C181,Duplode,1,0,
2681,C181,"Renato Biker",2,0,
2682,C181,Marco,3,0,
2683,C181,"Akoss Poo",4,0,
2684,C181,AbuRaf70,5,0,
2685,C181,FinRok,6,0,
2686,C181,dreadnaut,7,0,
2687,C181,Cas,8,0,
2688,C181,"Shoegazing Leo",9,0,
2689,C181,afullo,10,0,EX3
2690,C182,Marco,1,0,
2691,C182,Duplode,2,0,
2692,C182,"Renato Biker",3,0,
2693,C182,FinRok,4,0,
2694,C182,"Akoss Poo",5,0,
2695,C182,"Zak McKracken",6,0,
2696,C182,dreadnaut,7,0,
2697,C182,AbuRaf70,8,0,
2698,C182,"Alan Rotoi",9,0,
2699,C182,Cas,10,0,
2700,C182,"Shoegazing Leo",11,0,
2701,C182,afullo,12,0,
2702,C183,Marco,1,0,
2703,C183,FinRok,2,0,
2704,C183,"Renato Biker",3,0,
2705,C183,Duplode,4,0,
2706,C183,dreadnaut,5,0,
2707,C183,Cas,6,0,
2708,C183,NachitoBP,7,0,
2709,C183,AbuRaf70,8,0,
2710,C183,"Zak McKracken",9,0,
2711,C183,"Shoegazing Leo",10,0,
2712,C183,Gilmash,11,0,
2713,C183,OctaLM,12,0,
2714,C183,Lulisa,13,0,
2715,C183,afullo,14,0,EX3
2716,C184,Marco,1,0,
2717,C184,Duplode,2,0,
2718,C184,FinRok,3,0,
2719,C184,CTG,4,0,
2720,C184,AbuRaf70,5,0,
2721,C184,Cas,6,0,
2722,C184,dreadnaut,7,0,
2723,C184,"Shoegazing Leo",8,0,
2724,C184,afullo,9,0,
2725,C184,Alecu,10,0,EX3
2726,C185,Marco,1,0,
2727,C185,FinRok,2,0,
2728,C185,Duplode,3,0,
2729,C185,dreadnaut,4,0,
2730,C185,"Renato Biker",5,0,
2731,C185,"Zak McKracken",6,0,
2732,C185,"Shoegazing Leo",7,0,
2733,C185,Cas,8,0,
2734,C185,AbuRaf70,9,0,
2735,C185,satanziege,10,0,
2736,C185,afullo,11,0,
2737,C186,FinRok,1,0,
2738,C186,Friker,2,0,
2739,C186,Duplode,3,0,
2740,C186,"Alan Rotoi",4,0,
2741,C186,dreadnaut,5,0,
2742,C186,dosbox92,6,0,
2743,C186,"Zak McKracken",7,0,
2744,C186,MOE,8,0,
2745,C186,Cas,9,0,
2746,C186,Imperas,10,0,
2747,C186,"Shoegazing Leo",11,0,
2748,C186,afullo,12,0,
2749,C187,Marco,1,0,
2750,C187,FinRok,2,0,
2751,C187,Friker,3,0,
2752,C187,Duplode,4,0,
2753,C187,"Alan Rotoi",5,0,
2754,C187,dreadnaut,6,0,
2755,C187,Imperas,7,0,
2756,C187,"Zak McKracken",8,0,
2757,C187,"Shoegazing Leo",9,0,
2758,C187,Cas,10,0,
2759,C187,arturbmallman,11,0,
2760,C187,afullo,12,0,
2761,C188,FinRok,1,0,
2762,C188,Duplode,2,0,
2763,C188,Marco,3,0,
2764,C188,dreadnaut,4,0,
2765,C188,"Zak McKracken",5,0,
2766,C188,Imperas,6,0,
2767,C188,"Alan Rotoi",7,0,
2768,C188,Cas,8,0,
2769,C188,arturbmallman,9,0,
2770,C188,"Shoegazing Leo",10,0,
2771,C188,afullo,11,0,
2772,C188,emandrada,12,0,EX1
2773,C189,FinRok,1,0,
2774,C189,Duplode,2,0,
2775,C189,Marco,3,0,
2776,C189,"Bonzai Joe",4,0,
2777,C189,"Alan Rotoi",5,0,
2778,C189,dreadnaut,6,0,
2779,C189,Imperas,7,0,
2780,C189,Cas,8,0,
2781,C189,"Shoegazing Leo",9,0,
2782,C189,arturbmallman,10,0,
2783,C189,Motig,11,0,
2784,C189,afullo,12,0,
2785,C190,Duplode,1,0,
2786,C190,FinRok,2,0,
2787,C190,dreadnaut,3,0,
2788,C190,Imperas,4,0,
2789,C190,arturbmallman,5,0,
2790,C190,KaoS,6,0,EX2
2791,C190,Cas,7,0,
2792,C190,"Shoegazing Leo",8,0,
2793,C190,afullo,9,0,EX3
2794,C190,Motig,10,0,EX3
2795,C191,Duplode,1,0,
2796,C191,FinRok,2,0,
2797,C191,dreadnaut,3,0,
2798,C191,Imperas,4,0,
2799,C191,"Zak McKracken",5,0,
2800,C191,arturbmallman,6,0,
2801,C191,"Shoegazing Leo",7,0,
2802,C191,Cas,8,0,
2803,C191,Marco,9,0,EX2
2804,C191,KaoS,10,0,EX2
2805,C191,afullo,11,0,EX2
2806,C192,Marco,1,0,
2807,C192,FinRok,2,0,
2808,C192,Duplode,3,0,
2809,C192,Imperas,4,0,
2810,C192,arturbmallman,5,0,
2811,C192,dreadnaut,6,0,
2812,C192,Seeker1982,7,0,
2813,C192,Nilex,8,0,
2814,C192,"Shoegazing Leo",9,0,
2815,C192,Motig,10,0,
2816,C192,afullo,11,0,EX1
2817,C193,FinRok,1,0,
2818,C193,Duplode,2,0,
2819,C193,dreadnaut,3,0,
2820,C193,Imperas,4,0,
2821,C193,Seeker1982,5,0,
2822,C193,Marco,6,0,EX2
2823,C193,Cas,7,0,
2824,C193,"Shoegazing Leo",8,0,
2825,C193,dosbox92,9,0,EX2
2826,C193,afullo,10,0,
2827,C194,dreadnaut,1,0,
2828,C194,Duplode,2,0,
2829,C194,FinRok,3,0,
2830,C194,Imperas,4,0,
2831,C194,Marco,5,0,
2832,C194,Cas,6,0,
